Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
هونداي,37000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,135000.0,نقدا فقط,للبيع فقط,5.0,1,1,1,1,0,1,0,1,4.0,17
كيا,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100405.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,10
فولكسفاجن,135000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,30000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,0,0,0,1,1,1,4.0,4
مرسيدس,70000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,167000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,0,1,4.0,20
سكودا,88000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200.0,إمكانية التقسيط,للتبديل فقط,1.0,1,1,1,0,0,1,0,1,4.0,9
هونداي,60000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,87000.0,نقدا فقط,للتبديل فقط,3.0,1,1,1,1,0,0,0,1,4.0,10
مرسيدس,190000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,95000.0,نقدا فقط,للبيع فقط,1.0,0,0,0,0,0,0,0,0,,10
بيجو,60000,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,225.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,0,1,1,4.0,8
كيا,70000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,0,0,1,1,1,4.0,11
هونداي,28500,سكني,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,300000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,0,1,0,1,0,1,1,1,4.0,15
اوبل,26000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,0,0,1,0,0,0,0,4.0,26
بيجو,20000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع أو التبديل,7.0,0,0,0,0,0,0,0,0,4.0,25
دايو,19000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,3.0,21
هونداي,99000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,135000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,6
سانغ,45000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,2.0,0,0,0,1,0,0,1,0,4.0,15
ميتسوبيشي,22000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,0.0,إمكانية التقسيط,للبيع أو التبديل,6.0,1,0,1,1,0,1,1,0,4.0,33
اوبل,60000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,58000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,0,1,0,1,0,1,4.0,6
هونداي,46000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,0,0,0,0,0,0,4.0,17
فولكسفاجن,70000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,170000.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,1,1,1,1,4.0,12
فورد,5500,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,295000.0,نقدا فقط,للبيع فقط,3.0,1,1,0,0,0,0,0,1,4.0,21
فورد,40000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,180000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,0,1,0,1,0,1,4.0,9
شاحنة,12345,أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,240,12345.0,نقدا فقط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,15
فولكسفاجن,66000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,6.0,11
سكودا,54000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,350.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,0,0,1,,11
مرسيدس,160000,رصاصي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3500,200000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,16
فولكسفاجن,33000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,4.0,1,1,0,1,0,0,0,1,4.0,15
فورد,45000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,8
اوبل,42000,أصفر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,145000.0,إمكانية التقسيط,للبيع فقط,,1,0,0,1,0,0,0,0,4.0,11
هونداي,85000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,25000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,1,1,0,1,4.0,7
اوبل,35000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2190,30000.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,0,1,4.0,21
مرسيدس,20000,برتقالي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,,إمكانية التقسيط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,40
فولكسفاجن,40000,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,,نقدا فقط,للبيع فقط,,0,0,0,0,0,1,0,0,6.0,38
اوبل,43000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,22
سكودا,64000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,9
هونداي,85000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,55.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
بي,130000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,121.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,1,1,4.0,10
مرسيدس,27000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2400,50000.0,نقدا فقط,للتبديل فقط,3.0,0,1,1,1,1,0,1,0,2.0,31
سكودا,85000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,180000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,1,0,1,4.0,7
كيا,173500,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,6.0,6
فيات,3500,أصفر,بنزين,خصوصي,فلسطينية,عادي,يدوي,900,0.0,نقدا فقط,للبيع فقط,1.0,0,0,0,1,0,0,1,0,4.0,44
فولكسفاجن,70000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,3.0,0,0,0,0,0,0,0,0,6.0,11
اوبل,35000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,180.0,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,1,0,1,4.0,17
مرسيدس,50000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,1.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,1,0,4.0,32
جييب,85000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,0.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,1,1,1,1,4.0,13
هونداي,47000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,4.0,15
سيت,33000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,5.0,1,1,0,1,0,1,1,1,4.0,19
فولكسفاجن,58000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2400,,إمكانية التقسيط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,20
بيجو,33000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,29000.0,نقدا فقط,للبيع أو التبديل,7.0,1,1,1,1,0,1,0,1,4.0,16
جييب,105000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,190.0,نقدا فقط,للبيع أو التبديل,2.0,0,0,0,0,0,0,0,0,4.0,15
فولكسفاجن,24000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,466678.0,نقدا فقط,للبيع فقط,3.0,0,0,0,0,0,0,0,0,4.0,12
فولكسفاجن,62000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,123000.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,1,1,0,1,0,1,4.0,6
هونداي,80000,أبيض,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,48000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,8
فورد,29500,أبيض,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,0,0,1,4.0,15
اوبل,51000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,492000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,1,1,1,6.0,19
هونداي,42000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,,1,1,1,1,0,0,0,1,4.0,15
جييب,68000,أسود ميتالك,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,80000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,6.0,15
ستروين,70000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,152000.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,0,0,0,1,4.0,10
كيا,40000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,108000.0,نقدا فقط,للبيع فقط,6.0,1,1,0,1,0,1,0,0,4.0,15
فولكسفاجن,55000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,667890.0,نقدا فقط,للبيع أو التبديل,2.0,1,0,0,1,0,0,0,0,6.0,15
سكودا,36500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,0,1,1,0,0,0,0,1,4.0,21
كيا,40000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,0.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,1,1,0,1,1,1,4.0,13
فولكسفاجن,87000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,5.0,13
اوبل,25000,خمري,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,250.0,إمكانية التقسيط,للبيع أو التبديل,6.0,1,0,1,1,0,1,0,1,6.0,20
نيسان,140000,بنفسجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,34000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,7
هونداي,35000,أسود,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,30000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,13
هونداي,144999,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,6.0,4
هونداي,102000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,6000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,2
اوبل,6000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,200.0,نقدا فقط,للبيع فقط,5.0,0,0,0,0,0,1,1,0,5.0,39
فولكسفاجن,16000,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,0.0,إمكانية التقسيط,للبيع أو التبديل,5.0,0,0,0,0,0,0,0,0,4.0,39
سكودا,104000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,,7
اوبل,43000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,15
هوندا,49000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1999,192000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,4.0,17
كيا,72000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,9
مازدا,25000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,110.0,إمكانية التقسيط,للبيع أو التبديل,5.0,1,1,1,1,0,1,1,1,4.0,30
هونداي,150000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,6.0,5
بيجو,19000,فضي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,8.0,0,1,1,1,1,1,1,0,4.0,35
ستروين,81999,رصاصي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,0,0,1,0,1,6.0,9
سكودا,44000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,460000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,21
فولكسفاجن,84000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,0,1,1,6.0,8
هونداي,55000,فيراني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,1234.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,0,1,4.0,11
فولكسفاجن,75000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,108000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,10
بي,55000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,20
سكودا,100000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,183000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,12
سكودا,67000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,161000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,4.0,9
كيا,49000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,51000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,,6
هونداي,40000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000.0,نقدا فقط,للبيع فقط,2.0,1,0,1,1,0,1,0,0,4.0,17
فورد,34000,كحلي,بنزين,تأجير,فلسطينية,عادي,الكتروني,1250,165000.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,0,0,1,1,4.0,10
فولكسفاجن,116999,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80500.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,6
أفيكو,50000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,280000.0,إمكانية التقسيط,للبيع فقط,1.0,1,0,0,1,0,0,0,0,2.0,16
تويوتا,118000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,60000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,4
فولكسفاجن,52000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,1,0,1,0,1,0,1,4.0,15
فولكسفاجن,36000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,950000.0,إمكانية التقسيط,للبيع فقط,2.0,1,0,1,1,1,0,0,0,,19
سيت,54000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,7
بي,135000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,9
سيت,72000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,110000.0,نقدا فقط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,4.0,6
دايو,19000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,3.0,21
مرسيدس,245000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,27000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,8
فيات,9500,خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,نقدا فقط,للبيع فقط,8.0,0,0,0,0,0,0,0,0,4.0,37
كيا,64000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,19000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,7
هونداي,149000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع أو التبديل,,1,1,0,0,0,1,1,1,6.0,5
اوبل,51000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,65000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,16000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع أو التبديل,5.0,1,0,1,1,0,1,0,0,3.0,25
مرسيدس,50000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,27
سكودا,123000,ذهبي,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1400,66000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,0,1,4.0,5
كيا,72000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,15000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,1,1,1,1,4.0,7
كيا,46600,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,51000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,1,0,0,0,1,4.0,7
مازدا,28000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1111111.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,0,1,0,1,4.0,27
سيت,63500,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,95.0,نقدا فقط,للبيع فقط,5.0,1,1,1,1,0,1,0,1,,9
سكودا,53000,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,500000.0,نقدا فقط,للبيع فقط,4.0,1,1,0,1,0,0,0,0,4.0,16
فولكسفاجن,4000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,29000.0,إمكانية التقسيط,للبيع أو التبديل,8.0,1,1,1,1,0,0,0,1,4.0,25
سكودا,125000,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,145000.0,إمكانية التقسيط,للبيع فقط,,1,1,1,1,0,1,1,1,4.0,4
سكودا,83000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,53000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,8
ميتسوبيشي,75000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,50000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,,8
فولكسفاجن,79000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,72000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,8
كيا,50000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,50000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,4.0,9
هونداي,146000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,6
هونداي,32000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,15
نيسان,80000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,90000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,8
رينو,9000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1100,1000.0,إمكانية التقسيط,للبيع فقط,4.0,0,0,0,0,0,0,0,0,4.0,39
مازدا,65000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,128000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,0,1,4.0,13
سكودا,80000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,175000.0,إمكانية التقسيط,للبيع فقط,1.0,1,0,0,1,0,1,1,1,4.0,9
بي,55000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,123.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,27
كيا,59500,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,82000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,15
مرسيدس,9000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,44555.0,نقدا فقط,للبيع فقط,4.0,1,1,0,1,0,0,1,0,6.0,24
كيا,38000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,4.0,14
كيا,75000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,61000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,8
اوبل,17000,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع أو التبديل,,1,0,1,1,0,1,0,0,4.0,41
اوبل,1800,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1200,1.0,إمكانية التقسيط,للبيع فقط,2.0,0,0,0,1,0,1,0,0,4.0,56
فولكسفاجن,10500,أبيض عاجي,بنزين,عمومي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,4.0,0,0,0,1,0,0,1,0,4.0,31
كيا,60000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,40000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
مرسيدس,32000,سكني,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,123456.0,إمكانية التقسيط,للبيع أو التبديل,7.0,1,1,0,1,0,1,1,1,4.0,24
فولكسفاجن,58000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,,7
هونداي,35000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,143000.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,0,1,1,1,4.0,17
هونداي,46000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,125000.0,نقدا فقط,للبيع فقط,,1,0,0,1,0,1,1,1,4.0,10
بيجو,47000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,0,4.0,12
شفروليه,25000,أسود,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,123456.0,نقدا فقط,للبيع فقط,5.0,1,1,0,1,0,0,0,0,4.0,15
بيجو,38000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,108000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,13
مرسيدس,165000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,100000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,4.0,12
سكودا,58000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,0,1,1,4.0,10
هونداي,100000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,94000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,1,1,6.0,8
هونداي,78000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,1032.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,9
فيات,30000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,250000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,0,1,0,1,1,1,4.0,14
كيا,35000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,1,1,4.0,17
فولكسفاجن,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,20
سكودا,52000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,1,1,4.0,13
