Make,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age,Price
اوبل,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,150000.0,نقدا فقط,للبيع فقط,5,1,1,1,1,0,1,0,1,4,17.0,29000
بي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,112.0,إمكانية التقسيط,للبيع أو التبديل,5,1,1,1,1,1,1,1,1,6,8.0,238000
كيا,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,168800.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,0,1,0,1,1,1,4,11.0,61500
مرسيدس,كحلي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,18665.6,نقدا فقط,للبيع فقط,4,1,1,1,1,1,1,1,1,4,22.0,45000
فولكسفاجن,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,102600.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,9.0,60000
سكودا,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,108060.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,18.0,45000
مرسيدس,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,36000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,7.0,205000
نيسان,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,102600.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,1,0,1,1,4,9.0,95000
بي,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2500,190000.0,نقدا فقط,للبيع أو التبديل,4,1,1,1,1,1,1,1,1,4,20.0,92000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,7000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,6.0,65000
هوندا,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,155418.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,16.0,47000
فورد,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,150068.0,نقدا فقط,للبيع فقط,5,0,0,0,0,0,0,0,0,7,21.0,48000
كيا,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,10.0,75000
سانغ,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,98656.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,6,12.0,85000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,0,1,4,9.0,79000
هونداي,سكني,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,50000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,9.0,80000
كيا,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,155418.0,نقدا فقط,للبيع أو التبديل,2,1,1,0,0,1,1,1,1,7,16.0,50000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,17000.0,إمكانية التقسيط,للتبديل فقط,0,1,1,1,1,0,1,1,1,4,5.0,117000
فولكسفاجن,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,200000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,0,0,1,4,16.0,47000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100.0,إمكانية التقسيط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,15.0,43000
فورد,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,55000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,6.0,125000
هونداي,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,31000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,8.0,82000
بي,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,160000.0,نقدا فقط,للبيع أو التبديل,2,1,1,0,1,0,1,0,1,3,14.0,85000
مرسيدس,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,26000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,1,1,1,1,3,5.0,220000
هونداي,سكني,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1400,400.0,نقدا فقط,للبيع فقط,4,0,0,0,0,0,0,0,0,4,19.0,26500
اوبل,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,124000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,0,1,0,1,0,1,4,9.0,42000
سكودا,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,186800.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,0,1,4,17.0,50000
هونداي,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,16000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,6,3.0,170000
كيا,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,72000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,8.0,112000
سكودا,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,101070.8,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,13.0,60000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,73000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,6.0,62000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,168800.0,نقدا فقط,للبيع أو التبديل,5,0,1,0,0,0,1,1,1,4,11.0,46000
فولكسفاجن,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,5.0,150000
فورد,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,58000.0,نقدا فقط,للبيع فقط,0,1,1,0,1,0,0,0,1,4,9.0,47000
اوبل,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,80862.2,إمكانية التقسيط,للبيع أو التبديل,4,1,1,0,1,0,1,0,1,4,26.0,21000
مرسيدس,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150391.6,نقدا فقط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,25.0,35200
هونداي,أبيض,هايبرد,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,19000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,1,1,1,1,4,4.0,115000
كيا,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,13000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,9.0,106500
سكودا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1390,20266.0,نقدا فقط,للبيع فقط,0,0,0,0,0,0,0,0,0,4,7.0,75000
هوندا,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,14000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,0,0,1,0,1,4,16.0,30000
فولكسفاجن,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,1,1,6,11.0,115000
كيا,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,101070.8,نقدا فقط,للبيع فقط,3,1,1,1,1,0,1,0,1,4,13.0,33000
سكودا,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,2.0,118000
فورد,سكني,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,123850.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,0,1,4,15.0,36000
سكودا,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90200.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,6.0,115000
شفروليه,رمادي,بنزين,تجاري,فلسطينية,اوتوماتيك,يدوي,4000,69157.6,نقدا فقط,للبيع أو التبديل,1,0,0,0,0,0,0,0,0,4,34.0,27000
كيا,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,44000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,1,1,0,1,4,6.0,90000
سيت,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,9.0,62000
هونداي,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,186800.0,نقدا فقط,للبيع فقط,2,1,0,0,1,1,0,0,0,4,17.0,58000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,10000.0,نقدا فقط,للبيع فقط,6,0,1,0,1,0,0,1,0,5,41.0,42000
كيا,فضي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,168800.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,5,11.0,60000
بي,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,77214.0,إمكانية التقسيط,للتبديل فقط,5,0,1,1,1,0,1,1,1,4,36.0,25000
بي,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1800,77214.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,0,1,1,1,4,36.0,17000
هونداي,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,6.0,67000
فولكسفاجن,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,165000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,12.0,82000
بيجو,ذهبي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,116000.0,نقدا فقط,للبيع أو التبديل,3,1,1,0,1,0,1,0,1,4,11.0,42000
فولكسفاجن,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200.0,إمكانية التقسيط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,13.0,80000
فيات,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,15000.0,نقدا فقط,للبيع فقط,0,1,1,0,1,0,0,0,1,4,3.0,72000
سكودا,بني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,118000.0,نقدا فقط,للبيع فقط,1,1,1,0,0,0,1,0,1,4,8.0,63000
رينو,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,106424.8,نقدا فقط,للبيع أو التبديل,6,0,0,0,0,0,1,1,0,4,37.0,7500
بيجو,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,123850.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,0,0,0,0,1,4,15.0,33000
سكودا,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,1,1,1,1,4,3.0,169000
اوبل,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,168800.0,إمكانية التقسيط,للبيع فقط,2,1,0,0,1,0,1,1,0,4,11.0,40000
سكودا,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10800.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,0,1,4,8.0,88500
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,36000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,7,10.0,135000
سيت,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000.0,نقدا فقط,للبيع فقط,4,1,1,1,1,0,1,0,1,4,6.0,57000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,14.0,72000
سكودا,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,125000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,0,0,1,4,8.0,82000
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,41238.2,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,2,24.0,50000
رينو,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,53028.2,نقدا فقط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,20.0,2100
اودي,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,300000.0,نقدا فقط,للبيع فقط,4,0,1,0,1,0,1,0,1,4,21.0,39500
فولكسفاجن,رصاصي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,22000.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,1,1,7,11.0,130000
كيا,بني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,102600.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,9.0,45000
رينو,أبيض,بنزين,تدريب سياقة,فلسطينية,عادي,يدوي,1250,75458.0,إمكانية التقسيط,للبيع فقط,5,0,0,0,0,0,0,0,0,4,37.0,12000
فولكسفاجن,أصفر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,12000.0,نقدا فقط,للبيع فقط,4,0,0,0,0,0,0,0,0,6,50.0,25000
اوبل,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,91500.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,0,0,1,4,9.0,45000
مرسيدس,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,80862.2,نقدا فقط,للبيع فقط,9,0,0,0,0,0,0,0,0,4,26.0,25000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,77214.0,نقدا فقط,للبيع فقط,4,0,0,0,0,0,0,0,0,4,36.0,15000
هونداي,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,178000.0,نقدا فقط,للبيع فقط,2,1,0,0,1,0,1,1,1,4,9.0,53000
فولكسفاجن,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000.0,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,6,9.0,85000
اودي,أزرق,بنزين,تدريب سياقة,فلسطينية,عادي,يدوي,1600,77214.0,نقدا فقط,للبيع فقط,1,0,0,0,1,0,0,0,0,4,36.0,13500
هونداي,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,186800.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,0,0,4,17.0,34000
بيجو,أبيض,بنزين,عمومي,فلسطينية,عادي,يدوي,1400,41238.2,نقدا فقط,للبيع فقط,0,0,0,1,1,0,1,1,0,4,24.0,19000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70410.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,7.0,110000
فولكسفاجن,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,66000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,9.0,50000
هونداي,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,68.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,7.0,62000
اوبل,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,41238.2,إمكانية التقسيط,للبيع فقط,2,0,0,0,0,0,0,0,0,4,24.0,22000
بيجو,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000.0,نقدا فقط,للبيع أو التبديل,5,1,1,1,1,0,1,0,1,4,16.0,38500
سكودا,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90200.0,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,4,6.0,57000
كيا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,130000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,6,9.0,110000
بي,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,3000,80862.2,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,26.0,58000
كيا,أبيض,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,28000.0,إمكانية التقسيط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,6.0,92000
سكودا,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,98656.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,0,1,0,0,0,1,4,12.0,50000
فيات,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,22403.0,نقدا فقط,للبيع فقط,4,0,0,0,0,0,0,0,0,4,35.0,15000
سكودا,أبيض,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,186800.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,0,1,0,1,1,1,4,17.0,33000
بيجو,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,123456.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,0,0,1,4,15.0,38000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,186800.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,0,1,1,4,17.0,37000
سكودا,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,0,1,0,1,0,4,7.0,11500
هونداي,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,7.0,57000
فولكسفاجن,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,53000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,0,0,1,1,1,4,8.0,62000
اوبل,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60000.0,نقدا فقط,للبيع فقط,6,1,1,0,1,0,1,0,1,4,9.0,43000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,6,5.0,142000
اوبل,خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,24315.4,نقدا فقط,للبيع أو التبديل,12,0,0,1,1,0,1,1,0,4,40.0,13000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,135000.0,نقدا فقط,للبيع فقط,5,1,1,1,1,0,1,0,1,4,17.0,37000
كيا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100405.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,10.0,85000
فولكسفاجن,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,30000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,0,0,0,1,1,1,4,4.0,135000
مرسيدس,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,167000.0,نقدا فقط,للبيع أو التبديل,3,1,1,1,1,1,1,0,1,4,20.0,70000
سكودا,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200.0,إمكانية التقسيط,للتبديل فقط,1,1,1,1,0,0,1,0,1,4,9.0,88000
هونداي,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,87000.0,نقدا فقط,للتبديل فقط,3,1,1,1,1,0,0,0,1,4,10.0,60000
مرسيدس,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,95000.0,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,4,10.0,190000
بيجو,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,225.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,0,1,1,4,8.0,60000
كيا,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000.0,نقدا فقط,للبيع فقط,2,1,1,1,0,0,1,1,1,4,11.0,70000
هونداي,سكني,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,300000.0,إمكانية التقسيط,للبيع أو التبديل,2,0,1,0,1,0,1,1,1,4,15.0,28500
اوبل,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,80862.2,نقدا فقط,للبيع فقط,3,1,0,0,1,0,0,0,0,4,26.0,26000
بيجو,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,150391.6,إمكانية التقسيط,للبيع أو التبديل,7,0,0,0,0,0,0,0,0,4,25.0,20000
دايو,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,150068.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,0,1,3,21.0,19000
هونداي,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,135000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,6.0,99000
سانغ,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,123850.0,إمكانية التقسيط,للبيع أو التبديل,2,0,0,0,1,0,0,1,0,4,15.0,45000
ميتسوبيشي,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,86627.6,إمكانية التقسيط,للبيع أو التبديل,6,1,0,1,1,0,1,1,0,4,33.0,22000
اوبل,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,58000.0,نقدا فقط,للبيع أو التبديل,0,1,1,0,1,0,1,0,1,4,6.0,60000
هونداي,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,0,0,0,0,0,4,17.0,46000
فولكسفاجن,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,170000.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,1,1,1,1,4,12.0,70000
فورد,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,295000.0,نقدا فقط,للبيع فقط,3,1,1,0,0,0,0,0,1,4,21.0,5500
فورد,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,180000.0,إمكانية التقسيط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,9.0,40000
شاحنة,أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,240,12345.0,نقدا فقط,للبيع أو التبديل,1,0,0,0,0,0,0,0,0,4,15.0,12345
فولكسفاجن,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,168800.0,نقدا فقط,للبيع فقط,2,0,0,0,0,0,0,0,0,6,11.0,66000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,350.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,0,0,1,4,11.0,54000
مرسيدس,رصاصي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3500,200000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,16.0,160000
فولكسفاجن,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,123850.0,نقدا فقط,للبيع فقط,4,1,1,0,1,0,0,0,1,4,15.0,33000
فورد,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,0,1,4,8.0,45000
اوبل,أصفر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,145000.0,إمكانية التقسيط,للبيع فقط,2,1,0,0,1,0,0,0,0,4,11.0,42000
هونداي,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,25000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,1,1,0,1,4,7.0,85000
اوبل,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2190,30000.0,نقدا فقط,للبيع أو التبديل,3,1,1,0,1,1,1,0,1,4,21.0,35000
مرسيدس,برتقالي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,24315.4,إمكانية التقسيط,للبيع أو التبديل,6,0,0,0,0,0,0,0,0,4,40.0,20000
فولكسفاجن,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,53467.0,نقدا فقط,للبيع فقط,3,0,0,0,0,0,1,0,0,6,38.0,40000
اوبل,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,18665.6,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,22.0,43000
سكودا,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,102600.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,0,1,4,9.0,64000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,55.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,4.0,85000
بي,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,121.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,1,1,1,1,4,10.0,130000
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2400,50000.0,نقدا فقط,للتبديل فقط,3,0,1,1,1,1,0,1,0,2,31.0,27000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,180000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,7.0,85000
كيا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,6,6.0,173500
فيات,أصفر,بنزين,خصوصي,فلسطينية,عادي,يدوي,900,34880.0,نقدا فقط,للبيع فقط,1,0,0,0,1,0,0,1,0,4,44.0,3500
فولكسفاجن,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,168800.0,نقدا فقط,للبيع فقط,3,0,0,0,0,0,0,0,0,6,11.0,70000
اوبل,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,180.0,نقدا فقط,للبيع فقط,3,1,1,0,1,0,1,0,1,4,17.0,35000
مرسيدس,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,1.0,نقدا فقط,للبيع أو التبديل,3,1,1,1,1,1,1,1,0,4,32.0,50000
